"","Restaurant","Product_Name","Price","User-Rating","No-Ratings","Address","Feature1","Feature2","Feature3","Feature4","Feature5","City","ProperAddress","Location","RestaurantLatitude","RestaurantLongitude","CenterLatitude","CenterLongitude","distance","size"
"319","Patkó Bandi Étterem-Sörözõ","Coca-Cola Zero szénsavas üdítõital 0.5l","490",4.6,12,"Váci út 12","Magyaros","Hamburger","Pizza","NetPincér GO","SZÉP kártyás fizetés","Budapest","Budapest Váci út 12","12, Váci út, Újlipótváros, VI. kerület, Budapest, Közép-Magyarország, 1132, Magyarország",47.5128519,19.057197,47.4983815,19.0404707,"2.043561772152234 km","0.5"
"320","Piedone Pizzéria","Coca-Cola szénsavas üdítõital 0.5l","350",3.9,206,"Baross Gábor utca 27","Olasz","Magyaros","Hamburger","Grill","Pizza","Debrecen","Debrecen Baross Gábor utca 27","Baross Gábor utca, Kandia, Debrecen, Debreceni járás, Hajdú-Bihar megye, Észak-Alföld, Alföld és Észak, 4029, Magyarország",47.5300366,21.6376453,47.531399,21.6259782,"0.8914907305111487 km","0.5"
"321","Pizza EATaliano - Pest","Coca-Cola Light szénsavas üdítõital 0.5l","350",4.3,41,"Vécsey u. 5","Olasz","Pizza","Készpénzes fizetés","SZÉP kártyás fizetés",NA,"Budapest","Budapest Vécsey u. 5","Bortársaság - Kossuth tér, 5, Vécsey utca, Lipótváros, Budapest, Közép-Magyarország, 1054, Magyarország",47.505647,19.0488386,47.4983815,19.0404707,"1.024681373750218 km","0.5"
"322","Pizza EATaliano - Pest","Coca-Cola szénsavas üdítõital 0.5l","350",4.3,41,"Vécsey u. 5","Olasz","Pizza","Készpénzes fizetés","SZÉP kártyás fizetés",NA,"Budapest","Budapest Vécsey u. 5","Bortársaság - Kossuth tér, 5, Vécsey utca, Lipótváros, Budapest, Közép-Magyarország, 1054, Magyarország",47.505647,19.0488386,47.4983815,19.0404707,"1.024681373750218 km","0.5"
"323","Pizza EATaliano - Pest","Coca-Cola Zero szénsavas üdítõital 0.5l","350",4.3,41,"Vécsey u. 5","Olasz","Pizza","Készpénzes fizetés","SZÉP kártyás fizetés",NA,"Budapest","Budapest Vécsey u. 5","Bortársaság - Kossuth tér, 5, Vécsey utca, Lipótváros, Budapest, Közép-Magyarország, 1054, Magyarország",47.505647,19.0488386,47.4983815,19.0404707,"1.024681373750218 km","0.5"
"324","Pizza Holiday Debrecen","Coca-Cola szénsavas üdítõital 0.5l","490",4.8,321,"Baross Gábor utca 31","Magyaros","Hamburger","Pizza","Készpénzes fizetés",NA,"Debrecen","Debrecen Baross Gábor utca 31","Baross Gábor utca, Kandia, Debrecen, Debreceni járás, Hajdú-Bihar megye, Észak-Alföld, Alföld és Észak, 4029, Magyarország",47.5300366,21.6376453,47.531399,21.6259782,"0.8914907305111487 km","0.5"
"325","Pizza Holiday Debrecen","Coca-Cola Zero szénsavas üdítõital 0.5l","490",4.8,321,"Baross Gábor utca 31","Magyaros","Hamburger","Pizza","Készpénzes fizetés",NA,"Debrecen","Debrecen Baross Gábor utca 31","Baross Gábor utca, Kandia, Debrecen, Debreceni járás, Hajdú-Bihar megye, Észak-Alföld, Alföld és Észak, 4029, Magyarország",47.5300366,21.6376453,47.531399,21.6259782,"0.8914907305111487 km","0.5"
"326","Pizza Mobil","Coca-Cola Light szénsavas üdítõital 0.5l","360",4.7,365,"Zamenhof utca 1","Olasz","Pizza","Készpénzes fizetés",NA,NA,"Miskolc","Miskolc Zamenhof utca 1","Zamenhof utca, Zsolcai kapu, Miskolc, Miskolci járás, Borsod-Abaúj-Zemplén megye, Észak-Magyarország, Alföld és Észak, 3530, Magyarország",48.101559,20.7987922,48.1031503,20.7901985,"0.6640458852506663 km","0.5"
"327","Pizza Mobil","Coca-Cola szénsavas üdítõital 0.5l","360",4.7,365,"Zamenhof utca 1","Olasz","Pizza","Készpénzes fizetés",NA,NA,"Miskolc","Miskolc Zamenhof utca 1","Zamenhof utca, Zsolcai kapu, Miskolc, Miskolci járás, Borsod-Abaúj-Zemplén megye, Észak-Magyarország, Alföld és Észak, 3530, Magyarország",48.101559,20.7987922,48.1031503,20.7901985,"0.6640458852506663 km","0.5"
"328","Pizza Mobil","Coca-Cola Zero Cherry szénsavas üdítõital 0.5l","360",4.7,365,"Zamenhof utca 1","Olasz","Pizza","Készpénzes fizetés",NA,NA,"Miskolc","Miskolc Zamenhof utca 1","Zamenhof utca, Zsolcai kapu, Miskolc, Miskolci járás, Borsod-Abaúj-Zemplén megye, Észak-Magyarország, Alföld és Észak, 3530, Magyarország",48.101559,20.7987922,48.1031503,20.7901985,"0.6640458852506663 km","0.5"
"329","Pizza Piccante","Coca-Cola szénsavas üdítõital 0.5l","350",4.5,7,"Csapó utca 95","Pizza","Készpénzes fizetés","SZÉP kártyás fizetés",NA,NA,"Debrecen","Debrecen Csapó utca 95","Csapó utca, Burgundia, Debrecen, Debreceni járás, Hajdú-Bihar megye, Észak-Alföld, Alföld és Észak, 4029, Magyarország",47.5369239,21.6375522,47.531399,21.6259782,"1.0661920553032118 km","0.5"
"330","Pizza Piccante","Coca-Cola Zero szénsavas üdítõital 0.5l","350",4.5,7,"Csapó utca 95","Pizza","Készpénzes fizetés","SZÉP kártyás fizetés",NA,NA,"Debrecen","Debrecen Csapó utca 95","Csapó utca, Burgundia, Debrecen, Debreceni járás, Hajdú-Bihar megye, Észak-Alföld, Alföld és Észak, 4029, Magyarország",47.5369239,21.6375522,47.531399,21.6259782,"1.0661920553032118 km","0.5"
"331","Póker Pizza Pécs","Coca-Cola szénsavas üdítõital 0.5l","350",4.8,159,"Megyeri út 64","Olasz","Pizza","Készpénzes fizetés",NA,NA,"Pécs","Pécs Megyeri út 64","Seal Ring, 64, Megyeri út, Solidus Lakópark, Északmegyer, Pécs, Pécsi járás, Baranya megye, Dél-Dunántúl, Dunántúl, 7623, Magyarország",46.0607752,18.2122743,46.0763222,18.2280746,"2.11675079634026 km","0.5"
"332","Pomodoro Pizza","Coca-Cola Zero Lemon szénsavas üdítõital 0.5l","400",4.3,173,"Simonffy utca 1","Pizza","Készpénzes fizetés",NA,NA,NA,"Debrecen","Debrecen Simonffy utca 1","Simonffy utca, Belváros, Debrecen, Debreceni járás, Hajdú-Bihar megye, Észak-Alföld, Alföld és Észak, 4025, Magyarország",47.5284937,21.6207329,47.531399,21.6259782,"0.5102387575713235 km","0.5"
"333","Pomodoro Pizza","Coca-Cola Zero szénsavas üdítõital 0.5l","400",4.3,173,"Simonffy utca 1","Pizza","Készpénzes fizetés",NA,NA,NA,"Debrecen","Debrecen Simonffy utca 1","Simonffy utca, Belváros, Debrecen, Debreceni járás, Hajdú-Bihar megye, Észak-Alföld, Alföld és Észak, 4025, Magyarország",47.5284937,21.6207329,47.531399,21.6259782,"0.5102387575713235 km","0.5"
"334","Pomodoro Pizza","Coca-Cola szénsavas üdítõital 0.5l","400",4.3,173,"Simonffy utca 1","Pizza","Készpénzes fizetés",NA,NA,NA,"Debrecen","Debrecen Simonffy utca 1","Simonffy utca, Belváros, Debrecen, Debreceni járás, Hajdú-Bihar megye, Észak-Alföld, Alföld és Észak, 4025, Magyarország",47.5284937,21.6207329,47.531399,21.6259782,"0.5102387575713235 km","0.5"
"335","Ponte Pizza and Restaurant","Coca-Cola szénsavas üdítõital 0.5l","360",4.7,1195,"Nefelejcs utca 14","Magyaros","Olasz","Pizza","Algida","Készpénzes fizetés","Budapest","Budapest Nefelejcs utca 14","14, Nefelejcs utca, Ligetváros, Erzsébetváros, VII. kerület, Közép-Magyarország, 1078, Magyarország",47.5024945,19.0821633,47.4983815,19.0404707,"3.1743531920318246 km","0.5"
"336","Ponte Pizza and Restaurant","Coca-Cola szénsavas üdítõital 0.5l","360",4.7,1195,"Nefelejcs utca 14","Magyaros","Olasz","Pizza","Algida","Készpénzes fizetés","Budapest","Budapest Nefelejcs utca 14","14, Nefelejcs utca, Ligetváros, Erzsébetváros, VII. kerület, Közép-Magyarország, 1078, Magyarország",47.5024945,19.0821633,47.4983815,19.0404707,"3.1743531920318246 km","0.5"
"337","Ponte Pizza and Restaurant","Coca-Cola Zero szénsavas üdítõital 0.5l","360",4.7,1195,"Nefelejcs utca 14","Magyaros","Olasz","Pizza","Algida","Készpénzes fizetés","Budapest","Budapest Nefelejcs utca 14","14, Nefelejcs utca, Ligetváros, Erzsébetváros, VII. kerület, Közép-Magyarország, 1078, Magyarország",47.5024945,19.0821633,47.4983815,19.0404707,"3.1743531920318246 km","0.5"
"338","Ponte Pizza and Restaurant","Coca-Cola Zero szénsavas üdítõital 0.5l","360",4.7,1195,"Nefelejcs utca 14","Magyaros","Olasz","Pizza","Algida","Készpénzes fizetés","Budapest","Budapest Nefelejcs utca 14","14, Nefelejcs utca, Ligetváros, Erzsébetváros, VII. kerület, Közép-Magyarország, 1078, Magyarország",47.5024945,19.0821633,47.4983815,19.0404707,"3.1743531920318246 km","0.5"
"339","Pop Art Café","Coca-Cola Zero szénsavas üdítõital 0.5l","350",4.7,157,"Bihari utca 2","Pizza","Hamburger","Magyaros","Készpénzes fizetés",NA,"Debrecen","Debrecen Bihari utca 2","Bihari utca, Bozzaytelep, Debrecen, Debreceni járás, Hajdú-Bihar megye, Észak-Alföld, Alföld és Észak, 4030, Magyarország",47.5177664,21.6633209,47.531399,21.6259782,"3.1946643851415457 km","0.5"
"340","Pop Art Café","Coca-Cola szénsavas üdítõital 0.5l","350",4.7,157,"Bihari utca 2","Pizza","Hamburger","Magyaros","Készpénzes fizetés",NA,"Debrecen","Debrecen Bihari utca 2","Bihari utca, Bozzaytelep, Debrecen, Debreceni járás, Hajdú-Bihar megye, Észak-Alföld, Alföld és Észak, 4030, Magyarország",47.5177664,21.6633209,47.531399,21.6259782,"3.1946643851415457 km","0.5"
"341","Pop Art Café","Coca-Cola Light szénsavas üdítõital 0.5l","350",4.7,157,"Bihari utca 2","Pizza","Hamburger","Magyaros","Készpénzes fizetés",NA,"Debrecen","Debrecen Bihari utca 2","Bihari utca, Bozzaytelep, Debrecen, Debreceni járás, Hajdú-Bihar megye, Észak-Alföld, Alföld és Észak, 4030, Magyarország",47.5177664,21.6633209,47.531399,21.6259782,"3.1946643851415457 km","0.5"
"342","Príma Pizza","Coca-Cola Zero szénsavas üdítõital 0.5l","320",4.8,139,"Ady Endre utca 9","Pizza","Készpénzes fizetés",NA,NA,NA,"Miskolc","Miskolc Ady Endre utca 9","9, Ady Endre utca, Zsolcai kapu, Miskolc, Miskolci járás, Borsod-Abaúj-Zemplén megye, Észak-Magyarország, Alföld és Észak, 3527, Magyarország",48.1041107,20.790662846051,48.1031503,20.7901985,"0.11224913391423354 km","0.5"
"343","Príma Pizza","Coca-Cola Zero Vanilla szénsavas üdítõital 0.5l","320",4.8,139,"Ady Endre utca 9","Pizza","Készpénzes fizetés",NA,NA,NA,"Miskolc","Miskolc Ady Endre utca 9","9, Ady Endre utca, Zsolcai kapu, Miskolc, Miskolci járás, Borsod-Abaúj-Zemplén megye, Észak-Magyarország, Alföld és Észak, 3527, Magyarország",48.1041107,20.790662846051,48.1031503,20.7901985,"0.11224913391423354 km","0.5"
"344","Príma Pizza","Coca-Cola szénsavas üdítõital 0.5l","320",4.8,139,"Ady Endre utca 9","Pizza","Készpénzes fizetés",NA,NA,NA,"Miskolc","Miskolc Ady Endre utca 9","9, Ady Endre utca, Zsolcai kapu, Miskolc, Miskolci járás, Borsod-Abaúj-Zemplén megye, Észak-Magyarország, Alföld és Észak, 3527, Magyarország",48.1041107,20.790662846051,48.1031503,20.7901985,"0.11224913391423354 km","0.5"
"345","Princess Bakery & Bistro","Coca-Cola Zero Lemon szénsavas üdítõital 0.5l","420",3.6,3,"Kossuth Lajos tér 1","Pékség","Pizza","NetPincér GO","Érintkezésmentes kiszállítás",NA,"Budapest","Budapest Kossuth Lajos tér 1","Országgyûlési Könyvtár, 1-3, Kossuth Lajos tér, Lipótváros, V. kerület, Közép-Magyarország, 1055, Magyarország",47.5064257,19.0452978,47.4983815,19.0404707,"0.9654726937219353 km","0.5"
"346","Princess Bakery & Bistro","Coca-Cola szénsavas üdítõital 0.5l","420",3.6,3,"Kossuth Lajos tér 1","Pékség","Pizza","NetPincér GO","Érintkezésmentes kiszállítás",NA,"Budapest","Budapest Kossuth Lajos tér 1","Országgyûlési Könyvtár, 1-3, Kossuth Lajos tér, Lipótváros, V. kerület, Közép-Magyarország, 1055, Magyarország",47.5064257,19.0452978,47.4983815,19.0404707,"0.9654726937219353 km","0.5"
"347","Princess Bakery & Bistro","Coca-Cola Zero szénsavas üdítõital 0.5l","420",3.6,3,"Kossuth Lajos tér 1","Pékség","Pizza","NetPincér GO","Érintkezésmentes kiszállítás",NA,"Budapest","Budapest Kossuth Lajos tér 1","Országgyûlési Könyvtár, 1-3, Kossuth Lajos tér, Lipótváros, V. kerület, Közép-Magyarország, 1055, Magyarország",47.5064257,19.0452978,47.4983815,19.0404707,"0.9654726937219353 km","0.5"
"348","Rockabilly Chicken","Coca-Cola szénsavas üdítõital 0.5l","350",4.8,621,"Mésztelep 1/A","Pizza","Hamburger","Magyaros","Algida","Készpénzes fizetés","Miskolc","Miskolc Mésztelep 1/A","Mésztelep, Miskolc, Miskolci járás, Borsod-Abaúj-Zemplén megye, Észak-Magyarország, Alföld és Észak, 3508, Magyarország",48.072337,20.7803638,48.1031503,20.7901985,"3.5036566552198445 km","0.5"
"349","Rockabilly Chicken","Coca-Cola Zero szénsavas üdítõital 0.5l","350",4.8,621,"Mésztelep 1/A","Pizza","Hamburger","Magyaros","Algida","Készpénzes fizetés","Miskolc","Miskolc Mésztelep 1/A","Mésztelep, Miskolc, Miskolci járás, Borsod-Abaúj-Zemplén megye, Észak-Magyarország, Alföld és Észak, 3508, Magyarország",48.072337,20.7803638,48.1031503,20.7901985,"3.5036566552198445 km","0.5"
"350","Rokfort Étterem","Coca-Cola Zero szénsavas üdítõital 0.5l","450",5,2,"Szalay utca 3","Magyaros","Pizza","NetPincér GO","SZÉP kártyás fizetés","Érintkezésmentes kiszállítás","Budapest","Budapest Szalay utca 3","3, Szalay utca, Lipótváros, V. kerület, Budapest, Közép-Magyarország, 1055, Magyarország",47.5084347,19.0492162,47.4983815,19.0404707,"1.2974654826668568 km","0.5"
"351","Rokfort Étterem","Coca-Cola szénsavas üdítõital 0.5l","450",5,2,"Szalay utca 3","Magyaros","Pizza","NetPincér GO","SZÉP kártyás fizetés","Érintkezésmentes kiszállítás","Budapest","Budapest Szalay utca 3","3, Szalay utca, Lipótváros, V. kerület, Budapest, Közép-Magyarország, 1055, Magyarország",47.5084347,19.0492162,47.4983815,19.0404707,"1.2974654826668568 km","0.5"
"352","Rossita","Coca-Cola szénsavas üdítõital 0.5l","490",4.8,626,"Meggyesalja u. 18","Olasz","Pizza","Készpénzes fizetés",NA,NA,"Miskolc","Miskolc Meggyesalja u. 18","Rossita kisvendéglõ, 18, Meggyesalja utca, Muszkástelep, Vologda, Miskolc, Miskolci járás, Borsod-Abaúj-Zemplén megye, Észak-Magyarország, Alföld és Észak, 3530, Magyarország",48.101483,20.772383,48.1031503,20.7901985,"1.3397460029948483 km","0.5"
"353","Rossita","Coca-Cola Zero szénsavas üdítõital 0.5l","490",4.8,626,"Meggyesalja u. 18","Olasz","Pizza","Készpénzes fizetés",NA,NA,"Miskolc","Miskolc Meggyesalja u. 18","Rossita kisvendéglõ, 18, Meggyesalja utca, Muszkástelep, Vologda, Miskolc, Miskolci járás, Borsod-Abaúj-Zemplén megye, Észak-Magyarország, Alföld és Észak, 3530, Magyarország",48.101483,20.772383,48.1031503,20.7901985,"1.3397460029948483 km","0.5"
"354","Salt and Pepper","Coca-Cola Zero szénsavas üdítõital 0.5l","400",4.8,923,"Antall József utca 24","Pizza","Hamburger","Algida","Készpénzes fizetés","SZÉP kártyás fizetés","Debrecen","Debrecen Antall József utca 24","Antall József utca, Miklóskapu, Debrecen, Debreceni járás, Hajdú-Bihar megye, Észak-Alföld, Alföld és Észak, 4025, Magyarország",47.5236162,21.6233505,47.531399,21.6259782,"0.8876373874478637 km","0.5"
"355","Salt and Pepper","Coca-Cola szénsavas üdítõital 0.5l","400",4.8,923,"Antall József utca 24","Pizza","Hamburger","Algida","Készpénzes fizetés","SZÉP kártyás fizetés","Debrecen","Debrecen Antall József utca 24","Antall József utca, Miklóskapu, Debrecen, Debreceni járás, Hajdú-Bihar megye, Észak-Alföld, Alföld és Észak, 4025, Magyarország",47.5236162,21.6233505,47.531399,21.6259782,"0.8876373874478637 km","0.5"
"356","Salt and Pepper","Coca-Cola Zero Vanilla szénsavas üdítõital 0.5l","400",4.8,923,"Antall József utca 24","Pizza","Hamburger","Algida","Készpénzes fizetés","SZÉP kártyás fizetés","Debrecen","Debrecen Antall József utca 24","Antall József utca, Miklóskapu, Debrecen, Debreceni járás, Hajdú-Bihar megye, Észak-Alföld, Alföld és Észak, 4025, Magyarország",47.5236162,21.6233505,47.531399,21.6259782,"0.8876373874478637 km","0.5"
"357","Valentino Pizzéria","Coca-Cola Zero szénsavas üdítõital 0.5l","400",4.9,58,"Kuruc utca 37","Pizza","Készpénzes fizetés",NA,NA,NA,"Miskolc","Miskolc Kuruc utca 37","37, Kuruc utca, Diósgyõri-lakótelep, Berekalja, Miskolc, Miskolci járás, Borsod-Abaúj-Zemplén megye, Észak-Magyarország, Alföld és Észak, 3535, Magyarország",48.1031987,20.6891349,48.1031503,20.7901985,"7.526858124369388 km","0.5"
"358","Valentino Pizzéria","Coca-Cola szénsavas üdítõital 0.5l","400",4.9,58,"Kuruc utca 37","Pizza","Készpénzes fizetés",NA,NA,NA,"Miskolc","Miskolc Kuruc utca 37","37, Kuruc utca, Diósgyõri-lakótelep, Berekalja, Miskolc, Miskolci járás, Borsod-Abaúj-Zemplén megye, Észak-Magyarország, Alföld és Észak, 3535, Magyarország",48.1031987,20.6891349,48.1031503,20.7901985,"7.526858124369388 km","0.5"
"359","Vapiano Belváros","Coca-Cola Light szénsavas üdítõital 0.5l","400",4.2,228,"Vörösmarty tér 3","Olasz","Pizza","Saláta","Tészta","NetPincér GO","Budapest","Budapest Vörösmarty tér 3","Vapiano Fashion Street, 3, Vörösmarty tér, Belváros, Budapest, Közép-Magyarország, 1051, Magyarország",47.4964954,19.0512812,47.4983815,19.0404707,"0.841100789359094 km","0.5"
"360","Vapiano Belváros","Coca-Cola szénsavas üdítõital 0.5l","400",4.2,228,"Vörösmarty tér 3","Olasz","Pizza","Saláta","Tészta","NetPincér GO","Budapest","Budapest Vörösmarty tér 3","Vapiano Fashion Street, 3, Vörösmarty tér, Belváros, Budapest, Közép-Magyarország, 1051, Magyarország",47.4964954,19.0512812,47.4983815,19.0404707,"0.841100789359094 km","0.5"
"361","Vapiano Belváros","Coca-Cola Zero szénsavas üdítõital 0.5l","400",4.2,228,"Vörösmarty tér 3","Olasz","Pizza","Saláta","Tészta","NetPincér GO","Budapest","Budapest Vörösmarty tér 3","Vapiano Fashion Street, 3, Vörösmarty tér, Belváros, Budapest, Közép-Magyarország, 1051, Magyarország",47.4964954,19.0512812,47.4983815,19.0404707,"0.841100789359094 km","0.5"
